"","id","name_long","bev_total","bev_male","bev_female"
"1113","08436055","Leutkirch im Allgäu, Stadt",22803,11470,11333
"1114","08436064","Ravensburg, Stadt",50623,25047,25576
"1115","08436067","Riedhausen",679,343,336
"1116","08436069","Schlier",3882,1956,1926
"1117","08436077","Unterwaldhausen",293,146,147
"1118","08436078","Vogt",4576,2322,2254
"1119","08436079","Waldburg",3142,1567,1575
"1120","08436081","Wangen im Allgäu, Stadt",26905,13131,13774
"1121","08436082","Weingarten, Stadt",24943,11966,12977
"1122","08436083","Wilhelmsdorf",5103,2576,2527
"1123","08436085","Wolfegg",3776,1879,1897
"1124","08436087","Wolpertswende",4176,2118,2058
"1125","08436093","Ebersbach-Musbach",1699,871,828
"1126","08436094","Argenbühl",6527,3314,3213
"1127","08436095","Horgenzell",5419,2802,2617
"1128","08436096","Fronreute",4749,2401,2348
"1129","08437","Sigmaringen, Landkreis",130873,65649,65224
"1130","08437005","Beuron",650,360,290
"1131","08437008","Bingen",2703,1364,1339
"1132","08437031","Gammertingen, Stadt",6320,3242,3078
"1133","08437044","Herbertingen",4792,2449,2343
"1134","08437047","Hettingen, Stadt",1783,911,872
"1135","08437053","Hohentengen",4155,2109,2046
"1136","08437056","Illmensee",2029,1009,1020
"1137","08437059","Inzigkofen",2795,1400,1395
"1138","08437065","Krauchenwies",5007,2528,2479
"1139","08437072","Leibertingen",2118,1071,1047
"1140","08437076","Mengen, Stadt",9896,4983,4913
"1141","08437078","Meßkirch, Stadt",8418,4276,4142
"1142","08437082","Neufra",1852,920,932
"1143","08437086","Ostrach",6757,3415,3342
"1144","08437088","Pfullendorf, Stadt",13437,6671,6766
"1145","08437100","Bad Saulgau, Stadt",17509,8569,8940
"1146","08437101","Scheer, Stadt",2490,1269,1221
"1147","08437102","Schwenningen",1658,837,821
"1148","08437104","Sigmaringen, Stadt",17278,8686,8592
"1149","08437105","Sigmaringendorf",3643,1843,1800
"1150","08437107","Stetten am kalten Markt",4788,2418,2370
"1151","08437114","Veringenstadt, Stadt",2168,1079,1089
"1152","08437118","Wald",2680,1254,1426
"1153","08437123","Sauldorf",2505,1279,1226
"1154","08437124","Herdwangen-Schönach",3442,1707,1735
"1155","__________",NA,NA,NA,NA
